parcel,year,error
02230600002,2022,'Billing'
0223X200011,2006,'Assessments'
02240202010,2021,'Billing'
02240202009,2021,'Billing'
02230302007,2022,'Billing'
02230304002,2022,'Billing'
02230103014,2022,'Billing'
02230302006,2022,'Billing'
02230302011,2022,'Billing'
02230302013,2015,'Billing'
02240204008,2023,list index out of range
02230304009,2022,'Billing'
02230302027,2021,'Billing'
02240205079,2004,'Billing'
02230302018,2022,'Billing'
02230302005,2022,'Billing'
02230300011,2017,'Billing'
02230304003,2022,'Billing'
02230302012,2015,'Billing'
02230303011,2022,'Billing'
02240301018,2005,'Billing'
02234101001,2012,'Billing'
02230302023,2022,'Billing'
02230301006,2022,'Billing'
02230302014,2021,'Billing'
02240302056,2019,'Billing'
02240302061,2023,list index out of range
02230302022,2022,'Billing'
02240304011,2006,'Billing'
02240205002,2004,'Billing'
02240302014,2022,'Billing'
02240302016,2022,'Billing'
02230302021,2022,'Billing'
02250104004,1999,'Assessments'
02230300022,2022,'Billing'
02240302024,2022,'Billing'
02240302015,2022,'Billing'
02240302019,2022,'Billing'
02240302013,2022,'Billing'
02240302049,2022,'Billing'
02240302010,2017,'Billing'
02230301005,2022,'Billing'
02240301003,2005,'Billing'
02240304012,2006,'Billing'
02240304008,2012,'Billing'
02240302003,2008,'Billing'
02240304027,2022,'Billing'
02230302028,2021,'Billing'
02240205066,2015,'Billing'
02240302004,2008,'Billing'
02240402012,2015,'Billing'
02240403036,2022,'Billing'
02240403027,2013,'Billing'
02230400001,2015,'Billing'
02240302054,2019,'Billing'
02240302055,2020,'Billing'
02250200044,2003,'Assessments'
02250200022,2003,'Assessments'
02240302021,2017,'Billing'
02240403029,2013,'Billing'
02240302022,2017,'Billing'
02240403031,2015,'Billing'
02240206033,2015,'Billing'
02240205059,2015,'Billing'
02240403028,2013,'Billing'
02240301019,2022,'Billing'
02250201054,1999,'Assessments'
02240304023,2015,'Billing'
02230302025,2021,'Billing'
02240402003,2012,'Billing'
02250202027,1998,'Assessments'
02250202017,1995,'Assessments'
02240302020,2017,'Billing'
02240403043,2015,'Billing'
02230400002,2015,'Billing'
02240302023,2017,'Billing'
02240403026,2013,'Billing'
02240403042,2015,'Billing'
02240403025,2011,'Billing'
02240405021,2018,'Billing'
02244400001,2012,'Billing'
02240403011,2017,'Billing'
02240302012,2017,'Billing'
02250107021,2006,'Billing'
02240301021,2022,'Billing'
02240403012,2017,'Billing'
02250107013,2022,'Billing'
02240302011,2017,'Billing'
02240402002,2015,'Billing'
02250107023,2006,'Billing'
02250106023,2022,'Billing'
02250115017,2023,list index out of range
02240405006,2009,'Billing'
02240400025,2022,'Billing'
02240403024,2011,'Billing'
02250106013,2022,'Billing'
02250106011,2022,'Billing'
02250102030,2006,'Billing'
02244302001,2012,'Billing'
02250102018,2018,'Billing'
02250309021,2003,'Assessments'
02250106012,2022,'Billing'
02250309020,2003,'Assessments'
02240405015,2012,'Billing'
02240405019,2020,'Billing'
02250108023,2009,'Billing'
02250115018,2023,list index out of range
02240304022,2015,'Billing'
02230302026,2021,'Billing'
02250108024,2009,'Billing'
02240206035,2015,'Billing'
02250304079,2023,list index out of range
02250200049,2022,'Billing'
02240205041,2022,'Billing'
02240405017,2009,'Billing'
02250200003,2005,'Billing'
02250102019,2018,'Billing'
02240405009,2012,'Billing'
02250200038,2022,'Billing'
02250200062,2020,'Billing'
02250200034,2022,'Billing'
02250202038,2019,'Billing'
02250200017,2022,'Billing'
02250200016,2022,'Billing'
02250200053,2005,'Billing'
02240205074,2022,'Billing'
02240400026,2022,'Billing'
02260102029,1999,'Assessments'
02250400040,2021,'Assessments'
02250200052,2022,'Billing'
02250315007,2003,'Billing'
02250315006,2003,'Billing'
02250202020,2017,'Billing'
02250200061,2014,'Billing'
02250201015,2021,'Billing'
02250202030,2011,'Billing'
02240403020,2022,0
02250202003,2017,'Billing'
02250315004,2022,'Billing'
02250318003,2022,'Billing'
02250400013,2022,'Billing'
02250400012,2022,'Billing'
02250600003,2022,'Billing'
02250315009,2022,'Billing'
02250600004,2022,'Billing'
02240205076,2022,'Billing'
02250400024,2010,'Billing'
02250600001,2022,'Billing'
02250202032,2018,'Billing'
02250202031,2019,'Billing'
02250319007,2008,'Billing'
02250202033,2018,'Billing'
02250201014,2021,'Billing'
02250319008,2008,'Billing'
02250400005,2010,'Billing'
02250201012,2022,'Billing'
02250201011,2022,'Billing'
02260110037,1999,'Assessments'
02250400033,2019,'Billing'
02260202018,1996,'Assessments'
02260113043,2023,list index out of range
02260113030,1996,'Assessments'
02260202051,2003,'Assessments'
02250304066,2022,'Billing'
02260200015,2003,'Billing'
02260200016,2003,'Billing'
02260215003,2003,'Assessments'
02260210057,2023,list index out of range
02260215013,2003,'Assessments'
02260209025,2023,list index out of range
02260215012,2001,'Assessments'
02260215035,2023,list index out of range
02260302006,1995,'Assessments'
02260218018,1995,'Assessments'
02260324008,2022,'Billing'
02260306041,2015,'Billing'
02260306025,2022,'Billing'
02260400040,2022,'Billing'
02260324010,2022,'Billing'
02260409023,2023,list index out of range
02260309009,2014,'Billing'
02260309010,2014,'Billing'
02260324009,2022,'Billing'
02260306009,2015,'Billing'
02260422031,1997,'Assessments'
02260417100,2003,'Assessments'
02260307029,2012,'Billing'
02260422009,2003,'Billing'
02260422010,2003,'Billing'
02260422027,2003,'Billing'
02260416015,2023,list index out of range
02260422006,2003,'Billing'
02260422005,2003,'Billing'
02260422030,2003,'Billing'
02260422008,2003,'Billing'
02260417115,2023,list index out of range
02260307023,2017,'Billing'
02260309001,2022,'Billing'
02260600001,2022,'Billing'
02260307028,2012,'Billing'
02260307024,2017,'Billing'
02260426001,2022,'Billing'
02260417021,2003,'Billing'
02270111033,2022,'Billing'
02260417023,2003,'Billing'
02270114029,2022,'Billing'
02270111005,2022,'Billing'
02270203019,2023,list index out of range
02270111034,2022,'Billing'
02270207020,1992,'Assessments'
02270114008,2012,'Billing'
02270111032,2022,'Billing'
02270115002,2022,'Billing'
02270114021,2012,'Billing'
02270116009,2022,'Billing'
02270114011,2022,'Billing'
02270116017,2014,'Billing'
02270114030,2022,'Billing'
02270204018,2003,'Billing'
02270200015,1995,'Assessments'
02270115003,2022,'Billing'
02270204016,2003,'Billing'
02270116018,2014,'Billing'
02260422032,2022,'Billing'
02270115017,2022,'Billing'
02260309003,2022,'Billing'
02260417019,2013,'Billing'
02260417065,2007,'Billing'
02260417020,2013,'Billing'
02260309002,2022,'Billing'
02260417084,2007,'Billing'
02270113012,2018,'Billing'
02270113011,2018,'Billing'
02260417016,2022,'Billing'
02300207029,2003,'Assessments'
02300209011,2003,'Assessments'
02270213015,2000,'Assessments'
02300114014,2003,'Assessments'
02300207098,1998,'Assessments'
02300207017,1997,'Assessments'
02300207045,1993,'Assessments'
02300111071,2003,'Billing'
02300207023,1997,'Assessments'
02300100014,2003,'Billing'
02300100016,2003,'Billing'
02300206063,1998,'Assessments'
02300111031,2009,'Billing'
02300100015,2003,'Billing'
02300110001,2009,'Billing'
02300123035,2011,'Billing'
02300206135,2016,'Billing'
02300110002,2009,'Billing'
02300111002,2009,'Billing'
02300110026,2009,'Billing'
02300111028,2009,'Billing'
02300111001,2009,'Billing'
02300206134,2020,'Billing'
02300123038,2011,'Billing'
02300205024,2003,'Billing'
02300103035,2005,'Billing'
02300110054,2009,'Billing'
02300110053,2009,'Billing'
02300103029,2022,'Billing'
02300206069,2003,'Billing'
02300110029,2009,'Billing'
02300103003,2022,'Billing'
02300104055,2009,'Billing'
02300123029,2010,'Billing'
02300104057,2009,'Billing'
02270209013,2022,'Billing'
02300105020,2009,'Billing'
02270214013,2010,'Billing'
02270214026,2023,list index out of range
02300104056,2009,'Billing'
02270209014,2022,'Billing'
02300103027,2022,'Billing'
02300105021,2009,'Billing'
02300123037,2011,'Billing'
02300105023,2009,'Billing'
02300105025,2009,'Billing'
02300203061,2013,'Billing'
02300104054,2009,'Billing'
02300103055,2005,'Billing'
02300113080,2016,'Billing'
02300105024,2009,'Billing'
02300104013,2012,'Billing'
02270214014,2010,'Billing'
02300123031,2010,'Billing'
02300114040,2022,'Billing'
02300123030,2010,'Billing'
02300103036,2005,'Billing'
02300209029,2016,'Billing'
02300108001,2022,'Billing'
02300105022,2009,'Billing'
02300120026,2022,'Billing'
02300206132,2014,'Billing'
02300112009,2022,'Billing'
02300123032,2022,'Billing'
02270210004,2022,'Billing'
02300105011,2012,'Billing'
02300112010,2022,'Billing'
02270209015,2022,'Billing'
02300116001,2022,'Billing'
02300207059,2022,'Billing'
02300108003,2022,'Billing'
02300117017,2017,'Billing'
02300207060,2022,'Billing'
02300123033,2010,'Billing'
02270211020,2012,'Billing'
02300214010,2003,'Assessments'
02300116019,2017,'Billing'
02300104014,2012,'Billing'
02300205023,2003,'Billing'
02300124016,2017,'Billing'
02300123022,2013,'Billing'
02270214024,2019,'Billing'
02300108002,2022,'Billing'
02300124017,2017,'Billing'
02300113075,2012,'Billing'
02300104017,2017,'Billing'
02300124023,2017,'Billing'
02300124021,2017,'Billing'
02300100013,2003,'Billing'
02300123034,2010,'Billing'
02300104019,2017,'Billing'
02300128019,2021,'Billing'
02300124022,2017,'Billing'
02300123021,2013,'Billing'
02300119005,2005,'Billing'
02300104012,2012,'Billing'
02300128018,2021,'Billing'
02300119004,2005,'Billing'
02300128021,2021,'Billing'
02300123002,2013,'Billing'
02300206133,2020,'Billing'
02300102016,2018,'Billing'
02300116018,2017,'Billing'
02300123001,2013,'Billing'
02300124024,2017,'Billing'
02300104071,2019,'Billing'
02300120028,2022,'Billing'
02300105010,2012,'Billing'
02300128016,2021,'Billing'
02300123023,2013,'Billing'
02300128015,2021,'Billing'
02300120027,2022,'Billing'
02300123003,2013,'Billing'
02300128017,2021,'Billing'
02300128014,2021,'Billing'
02300114016,2015,'Billing'
02300203017,2013,'Billing'
02300104018,2017,'Billing'
02300123024,2013,'Billing'
02300209028,2016,'Billing'
02300120025,2022,'Billing'
02300209027,2016,'Billing'
02300209030,2016,'Billing'
02300123019,2010,'Billing'
02300206040,2011,'Billing'
02300117016,2017,'Billing'
02300113077,2019,'Billing'
02300117018,2017,'Billing'
02300128020,2021,'Billing'
02270209011,2019,'Billing'
02300206070,2003,'Billing'
02300210014,2015,'Billing'
02300203057,2022,0
02300123020,2010,'Billing'
02270209012,2019,'Billing'
02300104010,2019,'Billing'
02300114017,2015,'Billing'
02290100019,2022,'Billing'
02300104059,2017,'Billing'
02300102015,2017,'Billing'
02300120023,2009,'Billing'
02300116015,2017,'Billing'
02290200001,2022,'Billing'
02300120022,2009,'Billing'
02300116017,2017,'Billing'
02300210013,2015,'Billing'
02300200027,2022,'Billing'
02300206039,2011,'Billing'
02300100004,2012,'Billing'
02300102009,2017,'Billing'
02300200028,2022,'Billing'
02300113012,2016,'Billing'
02300108006,2018,'Billing'
02300113011,2016,'Billing'
02300215033,2003,'Billing'
02300116014,2017,'Billing'
02300102012,2017,'Billing'
02270211023,2012,'Billing'
02300119002,2005,'Billing'
02300116016,2017,'Billing'
02300102014,2017,'Billing'
02300113010,2012,'Billing'
02300214016,2009,'Billing'
02300119003,2005,'Billing'
02300215027,2019,'Billing'
02300119001,2005,'Billing'
02300108007,2018,'Billing'
02300214051,2009,'Billing'
02300108005,2018,'Billing'
02300215026,2019,'Billing'
02300102010,2017,'Billing'
02300108004,2018,'Billing'
02300116013,2017,'Billing'
02300124027,2017,'Billing'
02300215028,2019,'Billing'
02300120032,2022,'Billing'
02300113009,2012,'Billing'
02300214018,2012,'Billing'
02300102008,2017,'Billing'
02300214012,2009,'Billing'
02300214019,2012,'Billing'
02300113063,2016,'Billing'
02300104058,2019,'Billing'
02300100003,2012,'Billing'
02300215034,2003,'Billing'
02300102011,2017,'Billing'
02300120031,2022,'Billing'
02300102013,2017,'Billing'
02300208049,2017,'Billing'
02300215003,2011,'Billing'
02300104008,2019,'Billing'
02300214017,2012,'Billing'
02300215023,2022,'Billing'
02300306134,2014,'Assessments'
02300208058,2017,'Billing'
02300100002,2012,'Billing'
02300113020,2019,'Billing'
02300214013,2009,'Billing'
02300214002,2020,'Billing'
02300214003,2020,'Billing'
02300214049,2012,'Billing'
02300205111,2020,'Billing'
02300215002,2011,'Billing'
02300113068,2019,'Billing'
02300216005,2011,'Billing'
02300216001,2019,'Billing'
02300216004,2011,'Billing'
02350208046,1999,'Assessments'
02300216024,2013,'Billing'
02300215012,2016,'Billing'
02300215051,2012,'Billing'
02304103001,2012,'Billing'
02300216023,2013,'Billing'
02300215065,2022,'Billing'
02300400018,2003,'Billing'
02300216067,2022,'Billing'
02300215043,2012,'Billing'
02300215007,2016,'Billing'
02300403001,2022,'Billing'
02300405002,2022,'Billing'
02300215009,2016,'Billing'
02300216009,2010,'Billing'
02300310050,2019,'Assessments'
02300220001,2022,'Billing'
02300215006,2016,'Billing'
02300215008,2016,'Billing'
02300205112,2020,'Billing'
02300405001,2022,'Billing'
02300216052,2019,'Billing'
02300400019,2003,'Billing'
02300215010,2016,'Billing'
02270214003,2019,'Billing'
02350422033,2003,'Billing'
02300216008,2010,'Billing'
02300405032,2022,'Billing'
02360207013,1997,'Assessments'
02304200009,2012,'Billing'
02300215045,2012,'Billing'
02300404004,2010,'Billing'
02300214026,2021,'Billing'
02300215011,2016,'Billing'
02300214025,2021,'Billing'
02300215047,2012,'Billing'
02300216041,2015,'Billing'
02300215046,2012,'Billing'
02350420010,2003,'Billing'
02300404010,2012,'Billing'
02350212034,2022,'Billing'
02300404011,2012,'Billing'
02300215044,2012,'Billing'
02300214027,2021,'Billing'
02350422032,2003,'Billing'
02350407027,2022,'Billing'
02300404003,2010,'Billing'
02350420009,2003,'Billing'
02360207002,2004,'Billing'
02300404035,2018,'Billing'
02360201009,2007,'Billing'
02360201011,2022,'Billing'
02360209031,2015,'Billing'
02300216040,2015,'Billing'
02360410001,1995,'Assessments'
02360207001,2004,'Billing'
02360208015,2023,list index out of range
02360302026,2007,'Billing'
02300404034,2018,'Billing'
02360201006,2022,'Billing'
02360201013,2022,'Billing'
02360209010,2013,'Billing'
02350212006,2022,'Billing'
02360403008,2004,'Billing'
02360403007,2004,'Billing'
02360302020,2022,'Billing'
02350212012,2022,'Billing'
02360201010,2007,'Billing'
02360403002,2004,'Billing'
02360403016,2004,'Billing'
02360209009,2013,'Billing'
02360403012,2004,'Billing'
02360201012,2019,'Billing'
02360100022,2022,'Billing'
02360407001,2009,'Billing'
02360101025,2008,'Billing'
02360400003,2022,'Billing'
02360404011,2022,'Billing'
02360302027,2022,'Billing'
02360205011,2010,'Billing'
02360412010,2006,'Billing'
02360403001,2004,'Billing'
02360400011,2003,'Billing'
02360410002,2008,'Billing'
02360412011,2006,'Billing'
02360412019,2006,'Billing'
02360410014,2008,'Billing'
02360412009,2006,'Billing'
02360412022,2006,'Billing'
02360412007,2006,'Billing'
02360412018,2006,'Billing'
02360412021,2006,'Billing'
02360409005,2009,'Billing'
02360412023,2006,'Billing'
02360407004,2009,'Billing'
02360412008,2006,'Billing'
02360412020,2006,'Billing'
02360306003,2016,'Billing'
02360409004,2009,'Billing'
02360205010,2010,'Billing'
02360404001,2017,'Billing'
02360101008,2008,'Billing'
02360412017,2005,'Billing'
02360600002,2022,'Billing'
02360305020,2015,'Billing'
02360600001,2022,'Billing'
03180308013,2003,'Billing'
02360412024,2006,'Billing'
02360404002,2017,'Billing'
03310304007,2005,'Billing'
02360305016,2015,'Billing'
03310304014,2005,'Billing'
02360209007,2015,'Billing'
02360412028,2005,'Billing'
02350420005,2022,'Billing'
04020400005,1998,'Assessments'
02360209002,2017,'Billing'
03310304013,2005,'Billing'
04030200016,1998,'Assessments'
02360400009,2019,'Billing'
04020300020,2023,list index out of range
02360410015,2018,'Billing'
02360209008,2015,'Billing'
02360410004,2018,'Billing'
03310304010,2005,'Billing'
02360413013,2011,'Billing'
02350212011,2022,'Billing'
04030301016,1998,'Assessments'
02360410009,2018,'Billing'
02360414006,2016,'Billing'
04021100008,2008,'Assessments'
03310309001,2011,'Billing'
02360412002,2018,'Billing'
04021100009,2008,'Billing'
02360412003,2018,'Billing'
03310600001,2022,'Billing'
03310304016,2008,'Billing'
04020300021,2023,list index out of range
02360209001,2017,'Billing'
04060300027,2001,'Assessments'
04010100005,2015,'Billing'
04041300001,2008,'Assessments'
04050100007,2009,'Assessments'
03310601001,2022,'Billing'
04031100008,2008,'Assessments'
04010100014,2005,'Billing'
04050400015,2003,'Billing'
04050100009,2009,'Assessments'
04020100015,2014,'Billing'
04050100011,2009,'Assessments'
04050100019,2015,'Billing'
04050400013,2003,'Billing'
04010100003,2015,'Billing'
04040300024,2021,'Billing'
04020200009,2015,'Billing'
04040300023,2021,'Billing'
02360412025,2022,'Billing'
04060300045,2011,'Assessments'
04020200010,2015,'Billing'
04020300014,2022,'Billing'
04060400019,2002,'Assessments'
04040200040,2022,'Billing'
04030200032,2022,'Billing'
04060300040,2003,'Billing'
04050400021,2006,'Assessments'
02360412016,2020,'Billing'
04030200024,2007,'Billing'
04041100001,2008,'Billing'
04050100018,2014,'Billing'
04010300008,2010,'Billing'
04050100020,2015,'Billing'
04060400020,2003,'Billing'
02360413012,2022,'Billing'
04060200014,2006,'Billing'
02360412015,2020,'Billing'
04020100021,2014,'Billing'
02360204007,2022,'Billing'
04060300033,2003,'Billing'
04030200026,2011,'Billing'
04020400003,2011,'Billing'
04060200013,2006,'Billing'
04060300034,2003,'Billing'
04020200001,2019,'Billing'
04060300041,2003,'Billing'
04010300005,2004,'Billing'
04031400009,2016,'Billing'
04050400018,2006,'Billing'
04070400042,2000,'Assessments'
04040200038,2022,'Billing'
04040402005,2007,'Billing'
04020300006,2022,'Billing'
04050100013,2011,'Billing'
04050200001,2008,'Billing'
03310306017,2020,'Billing'
03310306016,2020,'Billing'
04070200011,2003,'Billing'
04050300027,2012,'Billing'
04070100007,2008,'Billing'
04050400010,2003,'Billing'
04070200013,2007,'Billing'
04070200014,2007,'Billing'
04070200010,2003,'Billing'
04080101009,2000,'Assessments'
02360413001,2022,'Billing'
04060400018,2003,'Billing'
04080100015,2000,'Assessments'
04040300016,2014,'Billing'
04050300020,2012,'Billing'
04060300031,2003,'Billing'
04060200011,2004,'Billing'
04040300004,2004,'Billing'
02360205005,2022,'Billing'
04080101008,2001,'Assessments'
04070206018,2023,list index out of range
04030200011,2022,'Billing'
04070100008,2008,'Billing'
04060201003,2008,'Billing'
04060300021,2011,'Billing'
04060400006,2009,'Billing'
04040300017,2018,'Billing'
04050300021,2012,'Billing'
04010200002,2017,'Billing'
04050100005,2009,'Billing'
04020100018,2019,'Billing'
04070205010,2020,'Billing'
04070402006,2020,'Assessments'
04070200017,2009,'Billing'
04060300039,2011,'Billing'
04070206013,2020,'Billing'
04060301003,2007,'Billing'
04060302016,2011,'Billing'
04020300004,2016,'Billing'
04060301002,2007,'Billing'
04070200020,2017,'Billing'
04070205007,2021,'Billing'
04070200019,2017,'Billing'
04020300007,2022,'Billing'
04060403009,2004,'Billing'
04070200009,2003,'Billing'
04060403010,2004,'Billing'
04080200012,2003,'Assessments'
04040200019,2022,'Billing'
04080200020,2006,'Assessments'
04040100010,2010,'Billing'
04070206014,2020,'Billing'
04070200016,2009,'Billing'
04050300022,2010,'Billing'
04070205012,2021,'Billing'
04050400022,2019,'Billing'
04070402018,2023,list index out of range
04070207016,2020,'Billing'
04060400013,2006,'Billing'
02360408005,2022,0
04070200018,2011,'Billing'
04060300044,2016,'Billing'
04070400053,2007,'Billing'
04040300018,2018,'Billing'
04060300020,2011,'Billing'
04070205013,2021,'Billing'
04060402004,2009,'Billing'
04050100003,2008,'Billing'
04060400017,2010,'Billing'
04070400054,2007,'Billing'
04070207004,2022,'Billing'
04060300028,2012,'Billing'
04070400044,2004,'Billing'
04060400015,2010,'Billing'
04060300032,2007,'Billing'
04050400020,2019,'Billing'
04070206017,2023,list index out of range
04020100005,2022,'Billing'
04070402003,2020,'Billing'
04070100005,2007,'Billing'
04080200007,2003,'Billing'
04070200012,2012,'Billing'
04060302015,2011,'Billing'
04070402022,2023,list index out of range
04070207005,2022,'Billing'
04070402021,2023,list index out of range
04080100024,2006,'Billing'
04070400045,2004,'Billing'
04070100006,2021,'Billing'
04080202001,2007,'Billing'
04080210013,2023,list index out of range
04080101007,2006,'Billing'
04070300019,2022,'Billing'
04060400014,2010,'Billing'
04070200003,2006,'Billing'
04070207003,2022,'Billing'
04040200020,2022,'Billing'
04080200014,2003,'Billing'
04070402019,2023,list index out of range
04070402020,2023,list index out of range
04080200013,2004,'Billing'
04070400002,2006,'Billing'
04000000000,2008,'Assessments'
04080202026,2023,list index out of range
04080301033,2003,'Assessments'
04060200010,2006,'Billing'
04080202027,2023,list index out of range
04070400043,2004,'Billing'
04070402002,2020,'Billing'
04080200019,2007,'Billing'
04060200009,2004,'Billing'
04080101023,2006,'Billing'
04080301034,2003,'Assessments'
04080200015,2006,'Billing'
04080301031,2001,'Assessments'
04070400018,2008,'Billing'
04080206001,2007,'Billing'
04080200017,2009,'Billing'
04070100001,2018,'Billing'
04060403018,2021,'Billing'
0408100024,2006,'Property Information'
0408200019,2007,'Property Information'
04080200016,2006,'Billing'
04080210016,2023,list index out of range
04080400020,2003,'Assessments'
04070400001,2006,'Billing'
04070501001,2012,'Billing'
04080200009,2006,'Billing'
04060400016,2016,'Billing'
04080212002,2023,list index out of range
04080211006,2023,list index out of range
04080202020,2015,'Billing'
04070400057,2020,'Billing'
04080210010,2023,list index out of range
04080210012,2023,list index out of range
04080212006,2023,list index out of range
04060300018,2011,'Billing'
04070400033,2017,'Billing'
04080210011,2023,list index out of range
04080212004,2023,list index out of range
04080211007,2023,list index out of range
04080210014,2023,list index out of range
04080400023,2001,'Assessments'
04080212007,2023,list index out of range
04080200011,2006,'Billing'
04080212003,2023,list index out of range
04080208007,2009,'Billing'
04080212005,2023,list index out of range
04080400025,2003,'Assessments'
04080301036,2003,'Billing'
04080212001,2023,list index out of range
04080101011,2015,'Billing'
04080210015,2023,list index out of range
04080100027,2011,'Billing'
04080212009,2023,list index out of range
04080101012,2015,'Billing'
04080202021,2015,'Billing'
04080212008,2023,list index out of range
04090100006,1998,'Assessments'
04080210007,2016,'Billing'
04070402004,2020,'Billing'
04070400028,2017,'Billing'
04080202011,2021,'Billing'
04080302028,2007,'Billing'
04080202012,2021,'Billing'
04080302027,2007,'Billing'
04070400027,2017,'Billing'
04080209001,2016,'Billing'
04090400020,2003,'Assessments'
04080202022,2021,'Billing'
04080205009,2021,'Billing'
04070300016,2021,'Billing'
04080300007,2022,'Billing'
04080206019,2018,'Billing'
04100200004,1998,'Assessments'
04080206020,2018,'Billing'
04080400030,2004,'Billing'
04090401003,2001,'Assessments'
04120300008,2003,'Assessments'
04081200004,2008,'Assessments'
04081400002,2008,'Assessments'
04080301044,2020,'Billing'
04090400045,2010,'Assessments'
04080400029,2004,'Billing'
04080402026,2013,'Billing'
04080209002,2022,'Billing'
04080302005,2007,'Billing'
04090300003,2006,'Billing'
04130400009,1994,'Assessments'
04080400031,2006,'Billing'
04080205008,2021,'Billing'
04080400035,2013,'Billing'
04080208021,2021,'Billing'
04090401004,2003,'Billing'
04150200015,2003,'Assessments'
04080301037,2016,'Billing'
04090100008,2003,'Billing'
04081000000,2008,'Assessments'
04080302004,2006,'Billing'
04080402011,2012,'Billing'
04090400049,2013,'Billing'
04150100021,1997,'Assessments'
04080301004,2017,'Billing'
04080301005,2022,'Billing'
04090400054,2016,'Assessments'
04090300006,2006,'Billing'
04080400028,2012,'Billing'
04080301032,2017,'Billing'
04080301035,2017,'Billing'
04090400044,2015,'Billing'
04090300005,2006,'Billing'
04090300011,2020,'Billing'
04090400053,2016,'Billing'
04080210008,2019,'Billing'
04090400052,2016,'Billing'
04090400048,2013,'Billing'
04090400012,2012,'Billing'
04090400038,2015,'Billing'
04090400013,2012,'Billing'
04090300010,2022,'Billing'
04090400034,2010,'Billing'
04120300013,2021,'Billing'
04090400047,2015,'Billing'
04090400050,2018,'Billing'
04130404039,2020,'Billing'
04120300012,2021,'Billing'
04080301038,2016,'Billing'
04100200012,2007,'Billing'
04090400032,2010,'Billing'
04160100003,2001,'Assessments'
04070207018,2022,'Billing'
04090400051,2018,'Billing'
04090300004,2006,'Billing'
04080400034,2005,'Billing'
04080301006,2022,'Billing'
04100300017,2010,'Billing'
04100400023,2007,'Billing'
04100200006,2007,'Billing'
04100200010,2007,'Billing'
04080400007,2021,'Billing'
04080100029,2004,'Billing'
04101200003,2008,'Billing'
04080301043,2020,'Billing'
04090100011,2018,'Billing'
04130200004,2022,'Billing'
04090400037,2010,'Billing'
04150200019,2023,list index out of range
04090300009,2016,'Billing'
04150200021,2023,list index out of range
04100300010,2018,'Billing'
04160100005,2001,'Assessments'
04140100007,2004,'Billing'
04150200020,2023,list index out of range
04090400008,2003,'Billing'
04090400018,2017,'Billing'
04160100018,2003,'Billing'
04100300009,2018,'Billing'
04160102016,2004,'Billing'
04120100002,2010,'Billing'
04160102013,2004,'Billing'
04090400015,2017,'Billing'
04160100017,2003,'Billing'
04160100004,2002,'Assessments'
04130404033,2022,'Billing'
04160103003,2004,'Billing'
04160100019,2004,'Billing'
04160300008,1999,'Assessments'
04100300029,2015,'Billing'
04160302001,1998,'Assessments'
04160302017,1998,'Assessments'
04160303022,1994,'Assessments'
04160302020,1995,'Assessments'
04100300018,2010,'Billing'
04141100001,2016,'Billing'
04100300028,2015,'Billing'
04120201008,2020,'Billing'
04150100023,2004,'Billing'
04160303023,1997,'Assessments'
04150300012,2004,'Billing'
04150200017,2020,'Billing'
04150404014,2009,'Billing'
04120300007,2018,'Billing'
0407X200001,2017,'Assessments'
04150402011,2006,'Billing'
04151100001,2008,'Billing'
04160100016,2022,'Billing'
04150200016,2020,'Billing'
04160303058,1998,'Assessments'
04150100016,2013,'Billing'
04150402016,2006,'Billing'
04150200014,2020,'Billing'
04160200028,2009,'Assessments'
04160100023,2022,'Billing'
04160305014,1999,'Assessments'
04160200033,2023,list index out of range
04160305013,1998,'Assessments'
04150100015,2013,'Billing'
04130404014,2020,'Billing'
04160300009,2004,'Billing'
04160302010,2003,'Billing'
04150404013,2014,'Billing'
04150100025,2021,'Billing'
0408X400031,2006,'Assessments'
04110100002,2021,'Billing'
04160306002,1997,'Assessments'
04160302012,2003,'Billing'
04160403012,1998,'Assessments'
04160400018,2001,'Assessments'
04160403010,1997,'Assessments'
04160403011,1997,'Assessments'
04160100020,2004,'Billing'
04150404003,2009,'Billing'
04160400020,2001,'Assessments'
04150405009,2010,'Billing'
04160402001,1998,'Assessments'
04160403015,2000,'Assessments'
04160200032,2023,list index out of range
04160300015,2004,'Billing'
04150404012,2015,'Billing'
04160305009,2003,'Billing'
04160403013,1999,'Assessments'
04160300013,2004,'Billing'
04160307002,2000,'Assessments'
04150404001,2015,'Billing'
04160308012,2008,'Assessments'
04160304021,2003,'Billing'
04160302011,2003,'Billing'
04160300040,2004,'Billing'
04150404002,2014,'Billing'
04160308011,2008,'Assessments'
04160307008,2003,'Billing'
04160400031,2005,'Assessments'
04160100024,2005,'Billing'
04160307010,2003,'Billing'
04160400026,2003,'Billing'
04160400032,2005,'Assessments'
04150402006,2022,'Billing'
04160300041,2004,'Billing'
04160304030,2004,'Billing'
04160308017,2008,'Assessments'
04160300043,2017,'Billing'
04160300017,2014,'Billing'
04170100012,1998,'Assessments'
04160303039,2004,'Billing'
04180100040,1998,'Assessments'
04160200001,2009,'Billing'
04170200001,1998,'Assessments'
04180100039,1997,'Assessments'
04160307009,2003,'Billing'
04160300018,2014,'Billing'
04160403018,2003,'Billing'
04160403019,2003,'Billing'
04160407002,2005,'Assessments'
04160400016,2003,'Billing'
04160303061,2014,'Billing'
04160308019,2009,'Billing'
04160300042,2017,'Billing'
